repo,path,http_status,page_nav
supabase-architecture-patterns-book,/introduction/,200,1
supabase-architecture-patterns-book,/chapters/chapter01/,200,1
supabase-architecture-patterns-book,/chapters/chapter02/,200,1
supabase-architecture-patterns-book,/chapters/chapter03/,200,1
supabase-architecture-patterns-book,/chapters/chapter04/,200,1
supabase-architecture-patterns-book,/chapters/chapter05-1/,200,1
supabase-architecture-patterns-book,/chapters/chapter05-2/,200,1
supabase-architecture-patterns-book,/chapters/chapter05-3/,200,1
supabase-architecture-patterns-book,/chapters/chapter06/,200,1
supabase-architecture-patterns-book,/chapters/chapter07/,200,1
supabase-architecture-patterns-book,/chapters/chapter08/,200,1
supabase-architecture-patterns-book,/chapters/chapter09/,200,1
supabase-architecture-patterns-book,/chapters/chapter10/,200,1
supabase-architecture-patterns-book,/appendices/appendix-a/,200,1
supabase-architecture-patterns-book,/appendices/appendix01/,200,1
supabase-architecture-patterns-book,/afterword/,200,1
